http://195.134.67.70/LOTRscenes/TheLordofTheRings2001_1.mp4,#00FF00
http://195.134.67.70/LOTRscenes/TheLordofTheRings2001_2.mp4,#CC33FF
http://195.134.67.70/LOTRscenes/TheLordofTheRings2001_3.mp4,#00FF99
http://195.134.67.70/LOTRscenes/TheLordofTheRings2001_4.mp4,#3333FF
http://195.134.67.70/LOTRscenes/TheLordofTheRings2001_5.mp4,#CC3300
http://195.134.67.70/LOTRscenes/TheLordofTheRings2001_6.mp4,#00FF99
http://195.134.67.70/LOTRscenes/TheLordofTheRings2001_7.mp4,#0000FF
http://195.134.67.70/LOTRscenes/TheLordofTheRings2001_8.mp4,#CC33FF
http://195.134.67.70/LOTRscenes/TheLordofTheRings2001_9.mp4,#CCFF66
http://195.134.67.70/LOTRscenes/TheLordofTheRings2002_1.mp4,#FF3333
http://195.134.67.70/LOTRscenes/TheLordofTheRings2002_2.mp4,#CC33FF
http://195.134.67.70/LOTRscenes/TheLordofTheRings2002_3.mp4,#888888
http://195.134.67.70/LOTRscenes/TheLordofTheRings2002_4.mp4,#990099
http://195.134.67.70/LOTRscenes/TheLordofTheRings2002_5.mp4,#66FF00
http://195.134.67.70/LOTRscenes/TheLordofTheRings2002_6.mp4,#990099
http://195.134.67.70/LOTRscenes/TheLordofTheRings2002_7.mp4,#CC9999
http://195.134.67.70/LOTRscenes/TheLordofTheRings2002_8.mp4,#FF99FF
http://195.134.67.70/LOTRscenes/TheLordofTheRings2002_9.mp4,#6600FF
http://195.134.67.70/LOTRscenes/TheLordofTheRings2003_1.mp4,#CC0033
http://195.134.67.70/LOTRscenes/TheLordofTheRings2003_2.mp4,#FF99FF
http://195.134.67.70/LOTRscenes/TheLordofTheRings2003_3.mp4,#FFFF33
http://195.134.67.70/LOTRscenes/TheLordofTheRings2003_4.mp4,#FF3399
http://195.134.67.70/LOTRscenes/TheLordofTheRings2003_5.mp4,#00FFFF
http://195.134.67.70/LOTRscenes/TheLordofTheRings2003_6.mp4,#FF3333
http://195.134.67.70/LOTRscenes/TheLordofTheRings2003_7.mp4,#CC6633
http://195.134.67.70/LOTRscenes/TheLordofTheRings2003_8.mp4,#66FF00
http://195.134.67.70/LOTRscenes/TheLordofTheRings2003_9.mp4,#00FFFF
